timestamp_utc,market_key,up_price,down_price,seconds_to_close,synthetic_depth,synthetic_volatility
2026-03-26T02:37:30Z,SOL5M_20260326T024000Z,0.563888,0.442827,150,451.674694,0.00189362
2026-03-26T02:37:31Z,SOL5M_20260326T024000Z,0.562687,0.448938,149,193.833626,0.00408178
2026-03-26T02:37:32Z,SOL5M_20260326T024000Z,0.567422,0.446313,148,193.175689,0.00507141
2026-03-26T02:37:33Z,SOL5M_20260326T024000Z,0.556637,0.466152,147,113.023817,0.01140699
2026-03-26T02:37:34Z,SOL5M_20260326T024000Z,0.551501,0.45838,146,188.124835,0.00411356
2026-03-26T02:37:35Z,SOL5M_20260326T024000Z,0.559729,0.449734,145,333.831572,0.0017757
2026-03-26T02:37:36Z,SOL5M_20260326T024000Z,0.559285,0.448064,144,277.507333,0.00191794
2026-03-26T02:37:37Z,SOL5M_20260326T024000Z,0.560561,0.447448,143,367.677295,0.00156087
2026-03-26T02:37:38Z,SOL5M_20260326T024000Z,0.550473,0.460019,142,149.613376,0.00512205
2026-03-26T02:37:39Z,SOL5M_20260326T024000Z,0.549077,0.463376,141,169.545842,0.00502689
2026-03-26T02:37:40Z,SOL5M_20260326T024000Z,0.547707,0.466379,140,202.733926,0.00461296
2026-03-26T02:37:41Z,SOL5M_20260326T024000Z,0.55923,0.451888,139,175.99965,0.00473178
2026-03-26T02:37:42Z,SOL5M_20260326T024000Z,0.557869,0.456513,138,259.814533,0.00444369
2026-03-26T02:37:43Z,SOL5M_20260326T024000Z,0.559222,0.459734,137,110.480593,0.01114259
2026-03-26T02:37:44Z,SOL5M_20260326T024000Z,0.567845,0.456053,136,96.030599,0.01061062
2026-03-26T02:37:45Z,SOL5M_20260326T024000Z,0.559679,0.450566,135,252.6716,0.00472057
2026-03-26T02:37:46Z,SOL5M_20260326T024000Z,0.562801,0.449702,134,172.681785,0.00457185
2026-03-26T02:37:47Z,SOL5M_20260326T024000Z,0.555005,0.458656,133,248.640379,0.00448452
2026-03-26T02:37:48Z,SOL5M_20260326T024000Z,0.558726,0.454575,132,140.425483,0.00419852
2026-03-26T02:37:49Z,SOL5M_20260326T024000Z,0.557242,0.449399,131,247.030637,0.00176095
2026-03-26T02:37:50Z,SOL5M_20260326T024000Z,0.556067,0.464593,130,108.068131,0.01013677
2026-03-26T02:37:51Z,SOL5M_20260326T024000Z,0.558785,0.464407,129,109.477939,0.01088837
2026-03-26T02:37:52Z,SOL5M_20260326T024000Z,0.555488,0.458356,128,233.613949,0.00396377
2026-03-26T02:37:53Z,SOL5M_20260326T024000Z,0.572965,0.449521,127,115.715126,0.01109382
2026-03-26T02:37:54Z,SOL5M_20260326T024000Z,0.573265,0.440803,126,179.862256,0.00481936
2026-03-26T02:37:55Z,SOL5M_20260326T024000Z,0.564403,0.449384,125,152.971475,0.00488796
2026-03-26T02:37:56Z,SOL5M_20260326T024000Z,0.558589,0.452476,124,195.236388,0.00492739
2026-03-26T02:37:57Z,SOL5M_20260326T024000Z,0.557062,0.457179,123,243.722353,0.00426815
2026-03-26T02:37:58Z,SOL5M_20260326T024000Z,0.562506,0.44561,122,451.041434,0.00174583
2026-03-26T02:37:59Z,SOL5M_20260326T024000Z,0.558574,0.451546,121,171.855964,0.00512442
2026-03-26T02:38:00Z,SOL5M_20260326T024000Z,0.556028,0.452008,120,372.303859,0.00169939
2026-03-26T02:38:01Z,SOL5M_20260326T024000Z,0.559856,0.448267,119,439.370785,0.00153091
2026-03-26T02:38:02Z,SOL5M_20260326T024000Z,0.556977,0.449647,118,321.486509,0.00189214
2026-03-26T02:38:03Z,SOL5M_20260326T024000Z,0.54848,0.469995,117,79.217402,0.01065926
2026-03-26T02:38:04Z,SOL5M_20260326T024000Z,0.55864,0.452978,116,155.274536,0.00422413
2026-03-26T02:38:05Z,SOL5M_20260326T024000Z,0.553679,0.452722,115,360.066815,0.00169251
2026-03-26T02:38:06Z,SOL5M_20260326T024000Z,0.55139,0.460441,114,218.564675,0.00460798
2026-03-26T02:38:07Z,SOL5M_20260326T024000Z,0.554458,0.462221,113,72.163335,0.01088807
2026-03-26T02:38:08Z,SOL5M_20260326T024000Z,0.551951,0.456853,112,416.868928,0.001711
2026-03-26T02:38:09Z,SOL5M_20260326T024000Z,0.547199,0.46648,111,197.016361,0.00415554
2026-03-26T02:38:10Z,SOL5M_20260326T024000Z,0.548946,0.463996,110,163.332228,0.00467518
2026-03-26T02:38:11Z,SOL5M_20260326T024000Z,0.547223,0.462888,109,232.405543,0.0048388
2026-03-26T02:38:12Z,SOL5M_20260326T024000Z,0.547492,0.462349,108,202.15493,0.00511825
2026-03-26T02:38:13Z,SOL5M_20260326T024000Z,0.574406,0.446358,107,116.346192,0.01050273
2026-03-26T02:38:14Z,SOL5M_20260326T024000Z,0.579798,0.44024,106,101.840794,0.01033796
2026-03-26T02:38:15Z,SOL5M_20260326T024000Z,0.573184,0.434008,105,299.430225,0.00178632
2026-03-26T02:38:16Z,SOL5M_20260326T024000Z,0.572729,0.434549,104,376.617172,0.0018115
2026-03-26T02:38:17Z,SOL5M_20260326T024000Z,0.57697,0.43374,103,156.604887,0.00455421
2026-03-26T02:38:18Z,SOL5M_20260326T024000Z,0.574232,0.433904,102,330.595868,0.00156468
2026-03-26T02:38:19Z,SOL5M_20260326T024000Z,0.582236,0.440618,101,100.558241,0.01025224
2026-03-26T02:38:20Z,SOL5M_20260326T024000Z,0.58322,0.429996,100,182.211056,0.00383296
2026-03-26T02:38:21Z,SOL5M_20260326T024000Z,0.579007,0.428099,99,371.683044,0.00182491
2026-03-26T02:38:22Z,SOL5M_20260326T024000Z,0.578142,0.434718,98,180.335545,0.00386418
2026-03-26T02:38:23Z,SOL5M_20260326T024000Z,0.5805,0.430991,97,143.235974,0.00466505
2026-03-26T02:38:24Z,SOL5M_20260326T024000Z,0.58209,0.429726,96,156.283938,0.00469271
2026-03-26T02:38:25Z,SOL5M_20260326T024000Z,0.588756,0.424453,95,185.495146,0.00485266
2026-03-26T02:38:26Z,SOL5M_20260326T024000Z,0.590706,0.421483,94,142.325994,0.00393557
2026-03-26T02:38:27Z,SOL5M_20260326T024000Z,0.587593,0.421845,93,403.388973,0.00188195
2026-03-26T02:38:28Z,SOL5M_20260326T024000Z,0.588588,0.424226,92,155.146517,0.00403072
2026-03-26T02:38:29Z,SOL5M_20260326T024000Z,0.58418,0.424614,91,372.521974,0.00162061
2026-03-26T02:38:30Z,SOL5M_20260326T024000Z,0.584885,0.431321,90,68.837332,0.01139416
2026-03-26T02:38:31Z,SOL5M_20260326T024000Z,0.587697,0.425218,89,149.119577,0.00479027
2026-03-26T02:38:32Z,SOL5M_20260326T024000Z,0.599082,0.4134,88,242.035189,0.00486785
2026-03-26T02:38:33Z,SOL5M_20260326T024000Z,0.604176,0.407852,87,184.468505,0.00440331
2026-03-26T02:38:34Z,SOL5M_20260326T024000Z,0.595156,0.42853,86,68.699099,0.01096699
2026-03-26T02:38:35Z,SOL5M_20260326T024000Z,0.587314,0.423583,85,255.856848,0.00481562
2026-03-26T02:38:36Z,SOL5M_20260326T024000Z,0.586598,0.422141,84,336.470644,0.00179109
2026-03-26T02:38:37Z,SOL5M_20260326T024000Z,0.595275,0.416556,83,169.263613,0.0050152
2026-03-26T02:38:38Z,SOL5M_20260326T024000Z,0.594919,0.415554,82,242.11434,0.00386374
2026-03-26T02:38:39Z,SOL5M_20260326T024000Z,0.619263,0.396819,81,77.918503,0.01060355
2026-03-26T02:38:40Z,SOL5M_20260326T024000Z,0.611858,0.401381,80,198.629342,0.0047971
2026-03-26T02:38:41Z,SOL5M_20260326T024000Z,0.608706,0.399908,79,291.535244,0.00158025
2026-03-26T02:38:42Z,SOL5M_20260326T024000Z,0.610827,0.396934,78,356.493606,0.00178556
2026-03-26T02:38:43Z,SOL5M_20260326T024000Z,0.603377,0.407147,77,154.478706,0.00416439
2026-03-26T02:38:44Z,SOL5M_20260326T024000Z,0.605197,0.401895,76,283.881467,0.00194158
2026-03-26T02:38:45Z,SOL5M_20260326T024000Z,0.601936,0.405085,75,266.110483,0.00168282
2026-03-26T02:38:46Z,SOL5M_20260326T024000Z,0.609466,0.401451,74,204.096211,0.0038441
2026-03-26T02:38:47Z,SOL5M_20260326T024000Z,0.607689,0.4061,73,198.905443,0.00499742
2026-03-26T02:38:48Z,SOL5M_20260326T024000Z,0.613819,0.396027,72,162.12364,0.00441963
2026-03-26T02:38:49Z,SOL5M_20260326T024000Z,0.60778,0.402077,71,215.533485,0.00392501
2026-03-26T02:38:50Z,SOL5M_20260326T024000Z,0.611609,0.39517,70,453.722806,0.00169407
2026-03-26T02:38:51Z,SOL5M_20260326T024000Z,0.60695,0.404775,69,194.061736,0.00453047
2026-03-26T02:38:52Z,SOL5M_20260326T024000Z,0.598645,0.422232,68,96.535475,0.00941614
2026-03-26T02:38:53Z,SOL5M_20260326T024000Z,0.588324,0.42211,67,158.846851,0.00471658
2026-03-26T02:38:54Z,SOL5M_20260326T024000Z,0.593575,0.417423,66,211.257343,0.00443318
2026-03-26T02:38:55Z,SOL5M_20260326T024000Z,0.600599,0.412783,65,250.869325,0.00475297
2026-03-26T02:38:56Z,SOL5M_20260326T024000Z,0.598589,0.409554,64,334.279183,0.00203418
2026-03-26T02:38:57Z,SOL5M_20260326T024000Z,0.59034,0.422855,63,176.913418,0.004049
2026-03-26T02:38:58Z,SOL5M_20260326T024000Z,0.59408,0.418879,62,222.641359,0.00399288
2026-03-26T02:38:59Z,SOL5M_20260326T024000Z,0.590668,0.420479,61,191.84344,0.00387881
2026-03-26T02:39:00Z,SOL5M_20260326T024000Z,0.613167,0.399194,60,240.315034,0.00512358
2026-03-26T02:39:01Z,SOL5M_20260326T024000Z,0.608295,0.403563,59,230.75226,0.00387931
2026-03-26T02:39:02Z,SOL5M_20260326T024000Z,0.60101,0.420069,58,94.6078,0.00904447
2026-03-26T02:39:03Z,SOL5M_20260326T024000Z,0.604697,0.406486,57,242.927971,0.00472968
2026-03-26T02:39:04Z,SOL5M_20260326T024000Z,0.597556,0.414685,56,237.627924,0.00510101
2026-03-26T02:39:05Z,SOL5M_20260326T024000Z,0.603874,0.420031,55,90.788198,0.00971253
2026-03-26T02:39:06Z,SOL5M_20260326T024000Z,0.602771,0.404787,54,284.392334,0.00175315
2026-03-26T02:39:07Z,SOL5M_20260326T024000Z,0.596614,0.415089,53,251.320731,0.00456645
2026-03-26T02:39:08Z,SOL5M_20260326T024000Z,0.598981,0.411768,52,213.0646,0.00513875
2026-03-26T02:39:09Z,SOL5M_20260326T024000Z,0.601074,0.41074,51,249.551585,0.00516455
2026-03-26T02:39:10Z,SOL5M_20260326T024000Z,0.607732,0.412339,50,101.69658,0.00999513
2026-03-26T02:39:11Z,SOL5M_20260326T024000Z,0.609959,0.404066,49,186.030322,0.00456921
2026-03-26T02:39:12Z,SOL5M_20260326T024000Z,0.587726,0.434594,48,77.91736,0.01109208
2026-03-26T02:39:13Z,SOL5M_20260326T024000Z,0.605604,0.415091,47,79.122016,0.00934852
2026-03-26T02:39:14Z,SOL5M_20260326T024000Z,0.593611,0.417646,46,204.629669,0.0040256
2026-03-26T02:39:15Z,SOL5M_20260326T024000Z,0.590116,0.422228,45,223.699811,0.00407968
2026-03-26T02:39:16Z,SOL5M_20260326T024000Z,0.593831,0.414826,44,401.388082,0.00155357
2026-03-26T02:39:17Z,SOL5M_20260326T024000Z,0.582439,0.433857,43,89.747747,0.01144245
2026-03-26T02:39:18Z,SOL5M_20260326T024000Z,0.581392,0.426417,42,428.579979,0.00199964
2026-03-26T02:39:19Z,SOL5M_20260326T024000Z,0.583097,0.428756,41,158.523346,0.00470895
2026-03-26T02:39:20Z,SOL5M_20260326T024000Z,0.583948,0.429741,40,217.980398,0.00476015
2026-03-26T02:39:21Z,SOL5M_20260326T024000Z,0.573176,0.440611,39,231.128217,0.00479527
2026-03-26T02:39:22Z,SOL5M_20260326T024000Z,0.573489,0.440899,38,250.511492,0.00467707
2026-03-26T02:39:23Z,SOL5M_20260326T024000Z,0.577525,0.431096,37,338.172496,0.00200119
2026-03-26T02:39:24Z,SOL5M_20260326T024000Z,0.579386,0.432013,36,175.204133,0.00489979
2026-03-26T02:39:25Z,SOL5M_20260326T024000Z,0.5812,0.427986,35,261.583354,0.00162179
2026-03-26T02:39:26Z,SOL5M_20260326T024000Z,0.576506,0.435307,34,157.174126,0.00505732
2026-03-26T02:39:27Z,SOL5M_20260326T024000Z,0.5883,0.428964,33,99.590988,0.01120363
2026-03-26T02:39:28Z,SOL5M_20260326T024000Z,0.586631,0.425005,32,216.672644,0.00461822
2026-03-26T02:39:29Z,SOL5M_20260326T024000Z,0.598231,0.414115,31,168.464684,0.00447733
2026-03-26T02:39:30Z,SOL5M_20260326T024000Z,0.598391,0.422875,30,115.809002,0.00938569
2026-03-26T02:39:31Z,SOL5M_20260326T024000Z,0.599897,0.408093,29,372.345364,0.00155648
2026-03-26T02:39:32Z,SOL5M_20260326T024000Z,0.594618,0.416673,28,212.8478,0.00490346
2026-03-26T02:39:33Z,SOL5M_20260326T024000Z,0.593554,0.414856,27,421.050795,0.00188596
2026-03-26T02:39:34Z,SOL5M_20260326T024000Z,0.590083,0.418171,26,337.57287,0.00169682
2026-03-26T02:39:35Z,SOL5M_20260326T024000Z,0.593063,0.415063,25,272.753558,0.00162485
2026-03-26T02:39:36Z,SOL5M_20260326T024000Z,0.593034,0.414189,24,419.39925,0.00202328
2026-03-26T02:39:37Z,SOL5M_20260326T024000Z,0.587535,0.421946,23,269.185639,0.00171291
2026-03-26T02:39:38Z,SOL5M_20260326T024000Z,0.607274,0.416566,22,102.107702,0.01108042
2026-03-26T02:39:39Z,SOL5M_20260326T024000Z,0.609744,0.398111,21,357.680185,0.00153752
2026-03-26T02:39:40Z,SOL5M_20260326T024000Z,0.606907,0.402502,20,417.707633,0.00184566
2026-03-26T02:39:41Z,SOL5M_20260326T024000Z,0.60939,0.408381,19,112.423819,0.01018422
2026-03-26T02:39:42Z,SOL5M_20260326T024000Z,0.629388,0.389879,18,79.318269,0.01122816
2026-03-26T02:39:43Z,SOL5M_20260326T024000Z,0.638946,0.371305,17,246.471117,0.00395621
2026-03-26T02:39:44Z,SOL5M_20260326T024000Z,0.638769,0.368972,16,443.654558,0.0019313
2026-03-26T02:39:45Z,SOL5M_20260326T024000Z,0.632199,0.381968,15,188.973906,0.00448562
2026-03-26T02:39:46Z,SOL5M_20260326T024000Z,0.64248,0.371226,14,254.06662,0.00442357
2026-03-26T02:39:47Z,SOL5M_20260326T024000Z,0.646176,0.371342,13,84.499541,0.00957602
2026-03-26T02:39:48Z,SOL5M_20260326T024000Z,0.65295,0.368184,12,98.789512,0.00986415
2026-03-26T02:39:49Z,SOL5M_20260326T024000Z,0.650189,0.35974,11,207.749357,0.003995
2026-03-26T02:39:50Z,SOL5M_20260326T024000Z,0.650037,0.36114,10,244.363451,0.00411653
2026-03-26T02:39:51Z,SOL5M_20260326T024000Z,0.665188,0.352818,9,70.019575,0.00893406
2026-03-26T02:39:52Z,SOL5M_20260326T024000Z,0.667259,0.341669,8,248.120669,0.00154392
2026-03-26T02:39:53Z,SOL5M_20260326T024000Z,0.673246,0.339933,7,203.130263,0.00482632
2026-03-26T02:39:54Z,SOL5M_20260326T024000Z,0.675475,0.332538,6,267.901342,0.00180715
2026-03-26T02:39:55Z,SOL5M_20260326T024000Z,0.666012,0.357701,5,87.734296,0.01006435
2026-03-26T02:39:56Z,SOL5M_20260326T024000Z,0.671052,0.340901,4,222.3317,0.00436718
2026-03-26T02:39:57Z,SOL5M_20260326T024000Z,0.674336,0.33409,3,302.75336,0.00156547
2026-03-26T02:39:58Z,SOL5M_20260326T024000Z,0.673786,0.337991,2,203.66682,0.00516775
2026-03-26T02:39:59Z,SOL5M_20260326T024000Z,0.665128,0.356638,1,104.523987,0.01045275
2026-03-26T02:40:00Z,SOL5M_20260326T024500Z,0.667093,0.344684,300,180.671794,0.00413347
2026-03-26T02:40:01Z,SOL5M_20260326T024500Z,0.665358,0.343995,299,277.054174,0.00173212
2026-03-26T02:40:02Z,SOL5M_20260326T024500Z,0.673557,0.348354,298,68.214479,0.00877969
2026-03-26T02:40:03Z,SOL5M_20260326T024500Z,0.671108,0.336423,297,270.66857,0.00170801
2026-03-26T02:40:04Z,SOL5M_20260326T024500Z,0.669269,0.34023,296,396.422743,0.00199877
2026-03-26T02:40:05Z,SOL5M_20260326T024500Z,0.668518,0.341601,295,166.909384,0.00471159
2026-03-26T02:40:06Z,SOL5M_20260326T024500Z,0.676453,0.337022,294,208.892001,0.00485452
2026-03-26T02:40:07Z,SOL5M_20260326T024500Z,0.671447,0.337926,293,250.513305,0.00187706
2026-03-26T02:40:08Z,SOL5M_20260326T024500Z,0.67188,0.339203,292,224.323853,0.00406856
2026-03-26T02:40:09Z,SOL5M_20260326T024500Z,0.666674,0.341752,291,274.793677,0.00174642
2026-03-26T02:40:10Z,SOL5M_20260326T024500Z,0.668891,0.3386,290,333.164824,0.00164617
2026-03-26T02:40:11Z,SOL5M_20260326T024500Z,0.669887,0.337017,289,256.047854,0.00157588
2026-03-26T02:40:12Z,SOL5M_20260326T024500Z,0.669445,0.338509,288,384.007125,0.00167694
2026-03-26T02:40:13Z,SOL5M_20260326T024500Z,0.669232,0.343625,287,173.989576,0.00440538
2026-03-26T02:40:14Z,SOL5M_20260326T024500Z,0.66906,0.339258,286,328.005313,0.00155453
2026-03-26T02:40:15Z,SOL5M_20260326T024500Z,0.672419,0.337218,285,179.374683,0.00416995
2026-03-26T02:40:16Z,SOL5M_20260326T024500Z,0.671339,0.340663,284,224.440552,0.00433828
2026-03-26T02:40:17Z,SOL5M_20260326T024500Z,0.66687,0.356499,283,64.012043,0.00862691
2026-03-26T02:40:18Z,SOL5M_20260326T024500Z,0.660608,0.347129,282,393.994782,0.00183964
2026-03-26T02:40:19Z,SOL5M_20260326T024500Z,0.656506,0.366852,281,107.929399,0.01035438
2026-03-26T02:40:20Z,SOL5M_20260326T024500Z,0.65445,0.365742,280,94.79905,0.00922995
2026-03-26T02:40:21Z,SOL5M_20260326T024500Z,0.658805,0.351343,279,201.257994,0.00405198
2026-03-26T02:40:22Z,SOL5M_20260326T024500Z,0.656207,0.366344,278,102.278472,0.00954813
2026-03-26T02:40:23Z,SOL5M_20260326T024500Z,0.655654,0.357092,277,231.225835,0.00463824
2026-03-26T02:40:24Z,SOL5M_20260326T024500Z,0.654905,0.353926,276,403.433623,0.00179682
2026-03-26T02:40:25Z,SOL5M_20260326T024500Z,0.653907,0.3545,275,426.491844,0.00186724
2026-03-26T02:40:26Z,SOL5M_20260326T024500Z,0.659421,0.351497,274,176.338452,0.00442198
2026-03-26T02:40:27Z,SOL5M_20260326T024500Z,0.664827,0.345142,273,239.803596,0.0039018
2026-03-26T02:40:28Z,SOL5M_20260326T024500Z,0.650335,0.369367,272,90.381662,0.01034503
2026-03-26T02:40:29Z,SOL5M_20260326T024500Z,0.642038,0.369105,271,218.220495,0.00491825
2026-03-26T02:40:30Z,SOL5M_20260326T024500Z,0.638834,0.375082,270,152.420225,0.00390853
2026-03-26T02:40:31Z,SOL5M_20260326T024500Z,0.644451,0.367258,269,192.530993,0.00415945
2026-03-26T02:40:32Z,SOL5M_20260326T024500Z,0.643423,0.368139,268,173.947229,0.00432835
2026-03-26T02:40:33Z,SOL5M_20260326T024500Z,0.641756,0.366815,267,264.846249,0.00156559
2026-03-26T02:40:34Z,SOL5M_20260326T024500Z,0.639545,0.369649,266,435.331966,0.00188454
2026-03-26T02:40:35Z,SOL5M_20260326T024500Z,0.648346,0.363136,265,223.817596,0.00513139
2026-03-26T02:40:36Z,SOL5M_20260326T024500Z,0.657946,0.364388,264,83.340683,0.00942875
2026-03-26T02:40:37Z,SOL5M_20260326T024500Z,0.650006,0.358462,263,355.542601,0.00190012
2026-03-26T02:40:38Z,SOL5M_20260326T024500Z,0.653213,0.357415,262,161.631551,0.00431451
2026-03-26T02:40:39Z,SOL5M_20260326T024500Z,0.655508,0.354578,261,241.331407,0.00392917
2026-03-26T02:40:40Z,SOL5M_20260326T024500Z,0.652755,0.365939,260,65.038365,0.01115105
2026-03-26T02:40:41Z,SOL5M_20260326T024500Z,0.648676,0.364807,259,232.531738,0.00494732
2026-03-26T02:40:42Z,SOL5M_20260326T024500Z,0.650093,0.360647,258,221.163551,0.00437966
2026-03-26T02:40:43Z,SOL5M_20260326T024500Z,0.649314,0.364167,257,177.136148,0.00454592
2026-03-26T02:40:44Z,SOL5M_20260326T024500Z,0.640124,0.383751,256,114.145029,0.00960352
2026-03-26T02:40:45Z,SOL5M_20260326T024500Z,0.640242,0.368722,255,416.54716,0.00205178
2026-03-26T02:40:46Z,SOL5M_20260326T024500Z,0.652524,0.359737,254,244.894033,0.00469059
2026-03-26T02:40:47Z,SOL5M_20260326T024500Z,0.652017,0.361928,253,172.734956,0.00485521
2026-03-26T02:40:48Z,SOL5M_20260326T024500Z,0.651097,0.360668,252,166.644561,0.00510266
2026-03-26T02:40:49Z,SOL5M_20260326T024500Z,0.652523,0.355077,251,453.850324,0.00165732
2026-03-26T02:40:50Z,SOL5M_20260326T024500Z,0.665702,0.356629,250,98.097877,0.01101753
2026-03-26T02:40:51Z,SOL5M_20260326T024500Z,0.659213,0.348623,249,393.162597,0.00160495
2026-03-26T02:40:52Z,SOL5M_20260326T024500Z,0.657898,0.354337,248,240.195572,0.0041705
2026-03-26T02:40:53Z,SOL5M_20260326T024500Z,0.658214,0.353401,247,145.729934,0.00423155
2026-03-26T02:40:54Z,SOL5M_20260326T024500Z,0.658552,0.353912,246,248.617626,0.00397466
2026-03-26T02:40:55Z,SOL5M_20260326T024500Z,0.660645,0.35011,245,213.77715,0.00440447
2026-03-26T02:40:56Z,SOL5M_20260326T024500Z,0.661547,0.34507,244,449.677443,0.00157623
2026-03-26T02:40:57Z,SOL5M_20260326T024500Z,0.66176,0.346674,243,343.728366,0.00174085
2026-03-26T02:40:58Z,SOL5M_20260326T024500Z,0.660513,0.350742,242,234.622402,0.00384693
2026-03-26T02:40:59Z,SOL5M_20260326T024500Z,0.657788,0.350359,241,254.310495,0.00170956
2026-03-26T02:41:00Z,SOL5M_20260326T024500Z,0.646289,0.366649,240,195.754748,0.00487684
2026-03-26T02:41:01Z,SOL5M_20260326T024500Z,0.646356,0.360184,239,306.62294,0.00177715
2026-03-26T02:41:02Z,SOL5M_20260326T024500Z,0.646344,0.368004,238,201.846031,0.00508505
2026-03-26T02:41:03Z,SOL5M_20260326T024500Z,0.641501,0.372255,237,233.700988,0.00430692
2026-03-26T02:41:04Z,SOL5M_20260326T024500Z,0.650571,0.362597,236,246.738382,0.00432183
2026-03-26T02:41:05Z,SOL5M_20260326T024500Z,0.646107,0.365985,235,250.917256,0.00449666
2026-03-26T02:41:06Z,SOL5M_20260326T024500Z,0.639823,0.369209,234,371.515193,0.00157262
2026-03-26T02:41:07Z,SOL5M_20260326T024500Z,0.642913,0.364851,233,371.550542,0.00169551
2026-03-26T02:41:08Z,SOL5M_20260326T024500Z,0.648655,0.362638,232,244.404461,0.00388218
2026-03-26T02:41:09Z,SOL5M_20260326T024500Z,0.648755,0.370152,231,97.425677,0.00872512
2026-03-26T02:41:10Z,SOL5M_20260326T024500Z,0.642659,0.365686,230,274.983688,0.00204451
2026-03-26T02:41:11Z,SOL5M_20260326T024500Z,0.645191,0.363025,229,325.399424,0.00172782
2026-03-26T02:41:12Z,SOL5M_20260326T024500Z,0.641772,0.36707,228,323.122809,0.00204236
2026-03-26T02:41:13Z,SOL5M_20260326T024500Z,0.641452,0.367303,227,268.824209,0.00166479
2026-03-26T02:41:14Z,SOL5M_20260326T024500Z,0.625411,0.385438,226,171.413201,0.00458326
2026-03-26T02:41:15Z,SOL5M_20260326T024500Z,0.637304,0.385518,225,69.622421,0.0099736
2026-03-26T02:41:16Z,SOL5M_20260326T024500Z,0.640726,0.380729,224,67.7407,0.00983533
2026-03-26T02:41:17Z,SOL5M_20260326T024500Z,0.641541,0.372145,223,246.959802,0.00455693
2026-03-26T02:41:18Z,SOL5M_20260326T024500Z,0.639821,0.380249,222,105.859605,0.0104131
2026-03-26T02:41:19Z,SOL5M_20260326T024500Z,0.646902,0.360679,221,361.344502,0.00154419
2026-03-26T02:41:20Z,SOL5M_20260326T024500Z,0.648457,0.358932,220,263.105251,0.00186045
2026-03-26T02:41:21Z,SOL5M_20260326T024500Z,0.649225,0.360286,219,260.48765,0.0019746
